IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.173.200,2083,2083,true,SIN,Asia Pacific,Singapore,83,8.78
8.219.123.244,2082,2082,false,SIN,Asia Pacific,Singapore,6,8.77
47.245.8.68,8443,8443,true,NRT,Asia Pacific,Tokyo,116,8.77
8.219.90.87,8880,8880,false,SIN,Asia Pacific,Singapore,15,8.76
8.219.82.35,2087,2087,true,SIN,Asia Pacific,Singapore,89,8.76
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,45,8.76
47.245.57.109,2052,2052,false,NRT,Asia Pacific,Tokyo,76,8.76
47.245.57.38,2086,2086,false,HKG,Asia Pacific,Hong Kong,162,8.76
8.218.188.129,80,80,false,HKG,Asia Pacific,Hong Kong,42,8.76
8.219.237.250,2087,2087,true,SIN,Asia Pacific,Singapore,165,8.76
8.209.242.25,8880,8880,false,NRT,Asia Pacific,Tokyo,77,8.76
8.219.170.180,80,80,false,SIN,Asia Pacific,Singapore,8,8.76
8.222.152.71,8080,8080,false,SIN,Asia Pacific,Singapore,11,8.75
47.236.171.20,2082,2082,false,SIN,Asia Pacific,Singapore,16,8.75
8.219.245.187,8880,8880,false,SIN,Asia Pacific,Singapore,21,8.74
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,100,8.74
8.219.90.196,2095,2095,false,SIN,Asia Pacific,Singapore,18,8.74
8.219.147.58,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.74
47.236.145.85,2083,2083,true,SIN,Asia Pacific,Singapore,170,8.74
47.245.87.167,2053,2053,true,SIN,Asia Pacific,Singapore,131,8.74
8.222.240.47,2083,2083,true,SIN,Asia Pacific,Singapore,65,8.74
47.88.101.9,443,443,true,SJC,North America,San Jose,212,8.74
8.222.248.188,2053,2053,true,SIN,Asia Pacific,Singapore,99,8.74
8.218.136.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,110,8.73
8.219.141.174,2087,2087,true,SIN,Asia Pacific,Singapore,104,8.73
8.219.139.86,2096,2096,true,SIN,Asia Pacific,Singapore,100,8.73
8.219.129.38,8443,8443,true,SIN,Asia Pacific,Singapore,76,8.73
47.91.21.107,8880,8880,false,NRT,Asia Pacific,Tokyo,80,8.73
8.219.82.177,2083,2083,true,SIN,Asia Pacific,Singapore,70,8.73
8.222.212.116,2052,2052,false,SIN,Asia Pacific,Singapore,4,8.73
8.222.212.116,2096,2096,true,SIN,Asia Pacific,Singapore,138,8.72
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,146,8.72
8.219.43.243,2053,2053,true,SIN,Asia Pacific,Singapore,132,8.72
47.245.84.155,2083,2083,true,SIN,Asia Pacific,Singapore,40,8.72
47.245.32.215,2053,2053,true,NRT,Asia Pacific,Tokyo,207,8.72
47.245.34.140,2096,2096,true,NRT,Asia Pacific,Tokyo,117,8.72
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,32,8.72
8.219.126.240,2087,2087,true,SIN,Asia Pacific,Singapore,94,8.72
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,11,8.72
8.222.187.107,2095,2095,false,SIN,Asia Pacific,Singapore,24,8.71
8.219.213.133,2053,2053,true,SIN,Asia Pacific,Singapore,183,8.71
8.219.113.27,8443,8443,true,SIN,Asia Pacific,Singapore,95,8.71
47.245.55.99,8080,8080,false,NRT,Asia Pacific,Tokyo,95,8.71
47.245.11.108,2087,2087,true,NRT,Asia Pacific,Tokyo,75,8.71
47.245.53.101,2095,2095,false,NRT,Asia Pacific,Tokyo,76,8.71
8.219.238.145,8080,8080,false,SIN,Asia Pacific,Singapore,4,8.70
8.219.53.142,2053,2053,true,SIN,Asia Pacific,Singapore,82,8.70
8.219.173.239,2087,2087,true,SIN,Asia Pacific,Singapore,121,8.70
8.209.243.137,80,80,false,NRT,Asia Pacific,Tokyo,72,8.70
47.236.19.51,2083,2083,true,SIN,Asia Pacific,Singapore,58,8.70
8.218.119.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,8.69
8.219.13.143,8443,8443,true,SIN,Asia Pacific,Singapore,48,8.69
47.245.56.207,2083,2083,true,NRT,Asia Pacific,Tokyo,183,8.69
8.222.172.23,80,80,false,SIN,Asia Pacific,Singapore,17,8.69
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,121,8.69
47.236.194.67,2053,2053,true,SIN,Asia Pacific,Singapore,128,8.69
47.245.54.140,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.69
8.219.241.189,2096,2096,true,SIN,Asia Pacific,Singapore,144,8.69
8.222.182.10,8080,8080,false,SIN,Asia Pacific,Singapore,5,8.69
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,178,8.69
8.219.115.215,2087,2087,true,SIN,Asia Pacific,Singapore,73,8.69
47.245.39.49,2082,2082,false,HKG,Asia Pacific,Hong Kong,149,8.68
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.68
8.222.249.98,2095,2095,false,SIN,Asia Pacific,Singapore,6,8.68
47.245.55.99,2083,2083,true,NRT,Asia Pacific,Tokyo,89,8.68
8.219.236.8,8880,8880,false,SIN,Asia Pacific,Singapore,15,8.68
47.245.37.37,2096,2096,true,NRT,Asia Pacific,Tokyo,160,8.68
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,8.68
47.245.55.99,2096,2096,true,NRT,Asia Pacific,Tokyo,232,8.68
8.222.152.165,8443,8443,true,SIN,Asia Pacific,Singapore,76,8.68
47.245.9.99,2053,2053,true,NRT,Asia Pacific,Tokyo,118,8.68
47.236.192.198,80,80,false,SIN,Asia Pacific,Singapore,22,8.68
47.91.31.231,2096,2096,true,NRT,Asia Pacific,Tokyo,133,8.68
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,8.67
8.222.221.86,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.67
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,29,8.67
47.245.55.235,2083,2083,true,NRT,Asia Pacific,Tokyo,173,8.67
8.217.164.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,140,8.67
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,4,8.67
47.91.17.102,2086,2086,false,NRT,Asia Pacific,Tokyo,74,8.67
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,31,8.67
47.245.42.210,2096,2096,true,NRT,Asia Pacific,Tokyo,126,8.67
8.209.212.5,2087,2087,true,NRT,Asia Pacific,Tokyo,98,8.67
47.245.54.140,2087,2087,true,NRT,Asia Pacific,Tokyo,158,8.67
8.219.145.245,2053,2053,true,SIN,Asia Pacific,Singapore,139,8.66
47.88.15.127,443,443,true,SJC,North America,San Jose,176,8.66
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,5,8.66
8.219.60.54,2053,2053,true,SIN,Asia Pacific,Singapore,120,8.66
8.218.146.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,8.66
8.219.53.142,2052,2052,false,SIN,Asia Pacific,Singapore,5,8.66
8.219.87.34,2053,2053,true,SIN,Asia Pacific,Singapore,161,8.66
47.236.166.131,2096,2096,true,SIN,Asia Pacific,Singapore,147,8.65
47.236.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,198,8.65
47.245.82.78,2082,2082,false,SIN,Asia Pacific,Singapore,31,8.65
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,21,8.65
8.219.215.214,443,443,true,SIN,Asia Pacific,Singapore,144,8.65
47.236.198.189,2095,2095,false,SIN,Asia Pacific,Singapore,35,8.64
8.219.72.51,2053,2053,true,SIN,Asia Pacific,Singapore,127,8.64
47.245.37.37,8880,8880,false,NRT,Asia Pacific,Tokyo,71,8.64
47.245.57.109,2087,2087,true,NRT,Asia Pacific,Tokyo,200,8.64
8.219.40.255,2086,2086,false,SIN,Asia Pacific,Singapore,7,8.64
47.245.9.228,2086,2086,false,NRT,Asia Pacific,Tokyo,73,8.64
47.245.55.99,2053,2053,true,NRT,Asia Pacific,Tokyo,135,8.63
8.219.111.147,80,80,false,SIN,Asia Pacific,Singapore,10,8.63
8.219.222.8,2086,2086,false,SIN,Asia Pacific,Singapore,19,8.63
47.236.176.144,2083,2083,true,SIN,Asia Pacific,Singapore,83,8.63
47.236.204.110,2053,2053,true,SIN,Asia Pacific,Singapore,130,8.63
47.236.187.144,2053,2053,true,SIN,Asia Pacific,Singapore,91,8.63
8.219.213.112,2053,2053,true,SIN,Asia Pacific,Singapore,134,8.63
8.217.85.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,8.63
8.222.191.158,8080,8080,false,SIN,Asia Pacific,Singapore,2,8.63
47.236.94.113,8080,8080,false,SIN,Asia Pacific,Singapore,16,8.63
8.219.242.208,2082,2082,false,SIN,Asia Pacific,Singapore,2,8.62
47.245.82.78,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.62
47.245.56.121,8443,8443,true,NRT,Asia Pacific,Tokyo,201,8.62
47.243.203.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,8.62
8.219.98.13,2053,2053,true,SIN,Asia Pacific,Singapore,115,8.61
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,164,8.61
8.222.168.234,2096,2096,true,SIN,Asia Pacific,Singapore,131,8.61
47.236.169.236,8443,8443,true,SIN,Asia Pacific,Singapore,71,8.61
8.209.252.13,8880,8880,false,NRT,Asia Pacific,Tokyo,76,8.61
8.219.195.47,2095,2095,false,SIN,Asia Pacific,Singapore,13,8.61
47.245.12.179,2083,2083,true,NRT,Asia Pacific,Tokyo,177,8.60
8.222.252.123,2096,2096,true,SIN,Asia Pacific,Singapore,41,8.60
47.245.59.243,2087,2087,true,NRT,Asia Pacific,Tokyo,163,8.60
8.222.211.16,2053,2053,true,SIN,Asia Pacific,Singapore,72,8.60
8.222.255.15,2087,2087,true,SIN,Asia Pacific,Singapore,113,8.60
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,8.60
8.219.53.222,2086,2086,false,SIN,Asia Pacific,Singapore,2,8.60
8.222.211.16,443,443,true,SIN,Asia Pacific,Singapore,64,8.59
8.210.117.18,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,8.59
8.219.240.141,80,80,false,SIN,Asia Pacific,Singapore,3,8.59
47.245.42.162,2052,2052,false,NRT,Asia Pacific,Tokyo,77,8.59
47.236.163.95,2096,2096,true,SIN,Asia Pacific,Singapore,102,8.59
8.219.99.8,2083,2083,true,SIN,Asia Pacific,Singapore,102,8.59
47.245.30.65,80,80,false,NRT,Asia Pacific,Tokyo,72,8.59
8.218.105.223,2082,2082,false,HKG,Asia Pacific,Hong Kong,32,8.59
8.222.238.141,2087,2087,true,SIN,Asia Pacific,Singapore,68,8.59
47.245.30.65,2052,2052,false,NRT,Asia Pacific,Tokyo,74,8.58
47.245.37.41,8080,8080,false,NRT,Asia Pacific,Tokyo,73,8.58
47.245.53.101,2053,2053,true,NRT,Asia Pacific,Tokyo,243,8.58
47.236.87.206,8080,8080,false,SIN,Asia Pacific,Singapore,9,8.58
47.74.13.94,2053,2053,true,NRT,Asia Pacific,Tokyo,75,8.57
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,19,8.57
47.236.125.4,2086,2086,false,SIN,Asia Pacific,Singapore,9,8.57
47.236.121.7,2082,2082,false,SIN,Asia Pacific,Singapore,26,8.57
8.222.210.182,2086,2086,false,SIN,Asia Pacific,Singapore,32,8.57
47.91.31.235,2086,2086,false,NRT,Asia Pacific,Tokyo,71,8.56
8.219.92.89,2087,2087,true,SIN,Asia Pacific,Singapore,84,8.56
8.222.224.17,2053,2053,true,SIN,Asia Pacific,Singapore,106,8.56
8.209.222.232,2083,2083,true,HKG,Asia Pacific,Hong Kong,224,8.56
8.219.86.200,2083,2083,true,SIN,Asia Pacific,Singapore,147,8.55
8.222.198.105,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.55
8.219.213.112,2083,2083,true,SIN,Asia Pacific,Singapore,133,8.55
8.219.140.229,2096,2096,true,SIN,Asia Pacific,Singapore,136,8.54
8.219.167.65,2086,2086,false,SIN,Asia Pacific,Singapore,4,8.54
47.245.40.161,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.54
8.222.254.91,8443,8443,true,SIN,Asia Pacific,Singapore,114,8.54
8.222.221.109,80,80,false,SIN,Asia Pacific,Singapore,13,8.54
8.209.222.31,2087,2087,true,NRT,Asia Pacific,Tokyo,123,8.53
8.219.115.215,80,80,false,SIN,Asia Pacific,Singapore,4,8.53
47.236.149.160,2096,2096,true,SIN,Asia Pacific,Singapore,101,8.53
47.245.110.13,2087,2087,true,SIN,Asia Pacific,Singapore,104,8.53
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,10,8.53
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,8.53
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,13,8.53
47.245.6.9,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,8.53
47.245.33.163,8080,8080,false,NRT,Asia Pacific,Tokyo,79,8.52
8.219.100.155,8080,8080,false,SIN,Asia Pacific,Singapore,5,8.52
47.245.56.207,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.52
8.222.202.163,2086,2086,false,SIN,Asia Pacific,Singapore,22,8.52
8.219.121.87,2086,2086,false,SIN,Asia Pacific,Singapore,7,8.52
8.219.115.215,2053,2053,true,SIN,Asia Pacific,Singapore,84,8.52
8.219.3.53,8443,8443,true,SIN,Asia Pacific,Singapore,193,8.51
8.222.223.34,2083,2083,true,SIN,Asia Pacific,Singapore,113,8.51
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,165,8.51
8.219.147.58,2087,2087,true,SIN,Asia Pacific,Singapore,96,8.51
8.219.103.126,2087,2087,true,SIN,Asia Pacific,Singapore,198,8.51
8.217.167.88,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,8.51
47.236.194.67,8880,8880,false,SIN,Asia Pacific,Singapore,8,8.51
47.245.56.207,2095,2095,false,NRT,Asia Pacific,Tokyo,78,8.51
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,18,8.50
47.245.33.158,8080,8080,false,NRT,Asia Pacific,Tokyo,84,8.50
8.217.91.121,8443,8443,true,HKG,Asia Pacific,Hong Kong,98,8.50
8.219.111.147,2053,2053,true,SIN,Asia Pacific,Singapore,129,8.50
8.210.156.6,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,8.50
47.245.42.210,80,80,false,NRT,Asia Pacific,Tokyo,72,8.50
8.222.238.141,8880,8880,false,SIN,Asia Pacific,Singapore,5,8.49
8.222.130.219,2086,2086,false,SIN,Asia Pacific,Singapore,11,8.49
8.222.221.197,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.49
47.236.187.144,2095,2095,false,SIN,Asia Pacific,Singapore,28,8.49
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,12,8.49
8.219.153.44,2082,2082,false,SIN,Asia Pacific,Singapore,10,8.49
8.210.156.6,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,8.48
8.222.229.102,2096,2096,true,SIN,Asia Pacific,Singapore,41,8.48
8.218.188.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,8.48
8.210.119.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,8.48
47.91.25.66,2087,2087,true,NRT,Asia Pacific,Tokyo,86,8.48
8.219.139.13,2052,2052,false,SIN,Asia Pacific,Singapore,3,8.48
8.222.145.110,80,80,false,SIN,Asia Pacific,Singapore,16,8.48
47.236.167.231,2083,2083,true,SIN,Asia Pacific,Singapore,136,8.48
47.245.56.121,2087,2087,true,NRT,Asia Pacific,Tokyo,137,8.48
47.254.66.75,443,443,true,SJC,North America,San Jose,178,8.47
8.218.158.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,104,8.47
47.236.10.100,2083,2083,true,SIN,Asia Pacific,Singapore,119,8.47
8.219.208.69,80,80,false,SIN,Asia Pacific,Singapore,17,8.47
47.245.86.230,2053,2053,true,SIN,Asia Pacific,Singapore,118,8.47
8.222.236.229,2095,2095,false,SIN,Asia Pacific,Singapore,12,8.46
8.219.153.44,2095,2095,false,SIN,Asia Pacific,Singapore,5,8.46
8.222.136.196,8443,8443,true,SIN,Asia Pacific,Singapore,85,8.46
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,29,8.46
47.91.22.115,2096,2096,true,NRT,Asia Pacific,Tokyo,142,8.46
8.222.212.116,2082,2082,false,SIN,Asia Pacific,Singapore,23,8.46
47.236.11.68,8880,8880,false,SIN,Asia Pacific,Singapore,19,8.46
8.218.119.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,8.46
47.245.38.233,2095,2095,false,NRT,Asia Pacific,Tokyo,77,8.45
47.236.169.164,80,80,false,SIN,Asia Pacific,Singapore,13,8.45
47.245.59.188,2087,2087,true,NRT,Asia Pacific,Tokyo,211,8.45
8.222.229.102,80,80,false,SIN,Asia Pacific,Singapore,7,8.45
8.219.198.34,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.44
8.219.126.240,443,443,true,SIN,Asia Pacific,Singapore,139,8.44
8.222.138.164,2053,2053,true,SIN,Asia Pacific,Singapore,133,8.44
8.219.70.117,8880,8880,false,SIN,Asia Pacific,Singapore,32,8.44
8.219.115.215,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.44
8.217.164.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,127,8.43
47.91.19.249,8443,8443,true,NRT,Asia Pacific,Tokyo,133,8.43
8.218.65.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,97,8.43
8.219.72.50,443,443,true,SIN,Asia Pacific,Singapore,166,8.43
8.219.100.155,2083,2083,true,SIN,Asia Pacific,Singapore,116,8.43
47.245.54.98,8880,8880,false,NRT,Asia Pacific,Tokyo,72,8.43
8.219.140.63,2096,2096,true,SIN,Asia Pacific,Singapore,168,8.43
47.245.14.160,2053,2053,true,NRT,Asia Pacific,Tokyo,190,8.43
8.222.238.141,2052,2052,false,SIN,Asia Pacific,Singapore,38,8.42
8.219.50.180,2053,2053,true,SIN,Asia Pacific,Singapore,59,8.42
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,24,8.42
47.245.13.93,2083,2083,true,NRT,Asia Pacific,Tokyo,167,8.42
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,31,8.42
8.218.126.53,2083,2083,true,HKG,Asia Pacific,Hong Kong,98,8.41
8.222.214.13,2087,2087,true,SIN,Asia Pacific,Singapore,115,8.41
8.222.253.235,2086,2086,false,SIN,Asia Pacific,Singapore,8,8.41
47.236.17.165,2096,2096,true,SIN,Asia Pacific,Singapore,60,8.41
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,26,8.41
8.222.152.165,2053,2053,true,SIN,Asia Pacific,Singapore,161,8.41
47.91.21.127,2083,2083,true,NRT,Asia Pacific,Tokyo,109,8.41
8.222.193.208,2086,2086,false,SIN,Asia Pacific,Singapore,3,8.40
47.236.179.182,80,80,false,SIN,Asia Pacific,Singapore,60,8.40
47.236.21.51,2082,2082,false,SIN,Asia Pacific,Singapore,19,8.40
47.236.144.196,8880,8880,false,SIN,Asia Pacific,Singapore,39,8.40
8.219.145.245,2087,2087,true,SIN,Asia Pacific,Singapore,69,8.39
47.245.39.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,200,8.39
47.236.172.95,2096,2096,true,SIN,Asia Pacific,Singapore,154,8.39
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,17,8.39
8.219.75.44,2053,2053,true,SIN,Asia Pacific,Singapore,102,8.39
8.219.122.96,2087,2087,true,SIN,Asia Pacific,Singapore,119,8.38
8.219.121.87,2086,2086,false,SIN,Asia Pacific,Singapore,20,8.38
47.236.99.131,2052,2052,false,SIN,Asia Pacific,Singapore,13,8.38
8.219.82.35,2053,2053,true,SIN,Asia Pacific,Singapore,44,8.37
8.219.250.239,2053,2053,true,SIN,Asia Pacific,Singapore,140,8.37
47.91.31.235,80,80,false,NRT,Asia Pacific,Tokyo,91,8.37
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,8.37
47.245.37.94,2096,2096,true,NRT,Asia Pacific,Tokyo,98,8.37
47.245.10.156,8443,8443,true,NRT,Asia Pacific,Tokyo,86,8.37
8.222.131.102,2087,2087,true,SIN,Asia Pacific,Singapore,94,8.37
8.209.241.128,8080,8080,false,NRT,Asia Pacific,Tokyo,77,8.37
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,63,8.37
47.236.161.155,2053,2053,true,SIN,Asia Pacific,Singapore,121,8.36
47.236.202.91,2096,2096,true,SIN,Asia Pacific,Singapore,147,8.36
8.219.170.232,2083,2083,true,SIN,Asia Pacific,Singapore,6,8.36
47.245.14.160,80,80,false,NRT,Asia Pacific,Tokyo,73,8.36
47.236.116.182,2082,2082,false,SIN,Asia Pacific,Singapore,11,8.36
8.219.139.86,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.36
47.236.187.144,2083,2083,true,SIN,Asia Pacific,Singapore,105,8.36
8.219.106.15,2082,2082,false,SIN,Asia Pacific,Singapore,6,8.36
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,8.35
47.236.21.51,2095,2095,false,SIN,Asia Pacific,Singapore,14,8.35
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,2,8.35
8.219.6.187,2095,2095,false,SIN,Asia Pacific,Singapore,11,8.35
47.91.19.249,2087,2087,true,NRT,Asia Pacific,Tokyo,118,8.35
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,8.35
8.219.72.51,2086,2086,false,SIN,Asia Pacific,Singapore,21,8.35
8.219.107.135,2053,2053,true,SIN,Asia Pacific,Singapore,97,8.35
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,152,8.34
8.222.145.110,2053,2053,true,SIN,Asia Pacific,Singapore,89,8.34
47.245.108.213,2053,2053,true,SIN,Asia Pacific,Singapore,106,8.34
8.218.158.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,8.34
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,65,8.34
8.222.227.191,2087,2087,true,SIN,Asia Pacific,Singapore,127,8.33
47.245.53.50,2086,2086,false,NRT,Asia Pacific,Tokyo,94,8.33
8.210.66.190,80,80,false,HKG,Asia Pacific,Hong Kong,36,8.33
8.219.163.195,8880,8880,false,SIN,Asia Pacific,Singapore,8,8.33
8.222.172.23,2086,2086,false,SIN,Asia Pacific,Singapore,12,8.33
47.236.23.135,2052,2052,false,SIN,Asia Pacific,Singapore,30,8.33
47.236.184.14,2083,2083,true,SIN,Asia Pacific,Singapore,110,8.33
47.236.150.109,2053,2053,true,SIN,Asia Pacific,Singapore,199,8.33
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,77,8.33
8.222.160.61,8080,8080,false,SIN,Asia Pacific,Singapore,25,8.32
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,55,8.32
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,11,8.32
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,8.32
47.245.59.244,2053,2053,true,NRT,Asia Pacific,Tokyo,153,8.32
8.219.93.85,80,80,false,SIN,Asia Pacific,Singapore,8,8.31
8.219.65.191,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.31
47.236.123.133,8443,8443,true,SIN,Asia Pacific,Singapore,79,8.31
8.222.224.163,2053,2053,true,SIN,Asia Pacific,Singapore,126,8.31
8.219.100.168,2087,2087,true,SIN,Asia Pacific,Singapore,87,8.31
47.245.33.56,2052,2052,false,NRT,Asia Pacific,Tokyo,73,8.31
8.217.91.121,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,8.31
8.219.72.50,8080,8080,false,SIN,Asia Pacific,Singapore,12,8.30
8.222.187.107,2053,2053,true,SIN,Asia Pacific,Singapore,138,8.30
47.245.53.101,80,80,false,NRT,Asia Pacific,Tokyo,77,8.30
47.91.21.107,8443,8443,true,NRT,Asia Pacific,Tokyo,104,8.30
8.219.58.64,2083,2083,true,SIN,Asia Pacific,Singapore,69,8.30
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,7,8.30
8.219.83.201,2096,2096,true,SIN,Asia Pacific,Singapore,138,8.30
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,72,8.30
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,38,8.29
8.219.210.93,8080,0,false,SIN,Asia Pacific,Singapore,3,8.29
8.219.98.13,2095,2095,false,SIN,Asia Pacific,Singapore,9,8.29
47.245.113.12,2082,2082,false,SIN,Asia Pacific,Singapore,7,8.29
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,20,8.29
8.219.195.47,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.29
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,122,8.29
47.91.21.127,2053,2053,true,NRT,Asia Pacific,Tokyo,90,8.29
47.236.201.98,8443,8443,true,SIN,Asia Pacific,Singapore,76,8.29
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,17,8.29
47.243.27.217,2083,2083,true,HKG,Asia Pacific,Hong Kong,102,8.29
8.217.193.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,111,8.28
8.217.159.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,8.28
8.218.122.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,101,8.28
8.222.213.221,2087,2087,true,SIN,Asia Pacific,Singapore,59,8.28
47.245.30.65,2087,2087,true,NRT,Asia Pacific,Tokyo,160,8.28
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,118,8.28
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,8.27
47.245.54.98,8443,8443,true,NRT,Asia Pacific,Tokyo,165,8.27
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,3,8.26
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,12,8.26
8.219.126.240,2053,2053,true,SIN,Asia Pacific,Singapore,46,8.26
8.209.252.13,8443,8443,true,NRT,Asia Pacific,Tokyo,138,8.26
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,10,8.26
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,23,8.26
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,8.26
47.245.53.50,8443,8443,true,NRT,Asia Pacific,Tokyo,168,8.26
47.236.123.218,2095,2095,false,SIN,Asia Pacific,Singapore,10,8.26
47.245.37.94,8080,8080,false,NRT,Asia Pacific,Tokyo,77,8.25
8.219.90.196,2087,2087,true,SIN,Asia Pacific,Singapore,105,8.25
8.222.188.56,2052,2052,false,SIN,Asia Pacific,Singapore,38,8.25
47.245.52.153,2083,2083,true,NRT,Asia Pacific,Tokyo,158,8.25
47.245.58.175,2096,2096,true,NRT,Asia Pacific,Tokyo,250,8.25
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,49,8.25
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,3,8.25
47.245.39.49,2096,2096,true,HKG,Asia Pacific,Hong Kong,310,8.25
8.219.157.97,2053,2053,true,SIN,Asia Pacific,Singapore,95,8.24
8.219.220.122,8443,8443,true,SIN,Asia Pacific,Singapore,87,8.24
47.236.156.14,8443,8443,true,SIN,Asia Pacific,Singapore,102,8.24
47.236.166.76,2083,2083,true,SIN,Asia Pacific,Singapore,81,8.24
